Date,Time,Hour,Year,Month,Day,DayOfWeek,Crash Latitude,Crash Longitude,KABCO Severity,# of Fatalities per Crash,# Serious Injuries,# Visible Injuries,Geolocated City,Geolocated County,Roadway (From Crash Report),Intersection Name (from Crash Report),Manner of Collision (Crash Level),Location at Impact (Crash Level),Light Conditions (Crash Level),Weather Conditions (Crash Level),Surface Condition (Crash Level),Agency Name (Crash Level),Safety Equipment (Crash Level),First Harmful Event (Unit Order),Most Harmful Event (Crash Level),"Operator/Pedestrian Contrib Factor (excl None, Other, No Contrib Factors)",join_id,Crash_to_TMAS_m
2022-11-16,16:00:00,16,2022,11,16,Wednesday,33.797545,-84.39513,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75,I-75 and Deering Rd Nw,Rear End,On Roadway - Non-Intersection,Dark-Not Lighted,Clear,Dry,Atlanta Police Department,"[""Shoulder Belt Only Used"",""Shoulder Belt Only Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Changed Lanes Improperly"",""Changed Lanes Improperly""]",R365,95.60666963908798
2022-11-16,10:42:00,10,2022,11,16,Wednesday,33.762454,-84.492533,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-285 Exit 10B Rp,None and I-285 Exit 10B Rp,Sideswipe-Same Direction,On Roadway - Non-Intersection,Daylight,Cloudy,Dry,Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Inattentive or Other Distraction (Distracted),R376,151.9258611126887
2022-11-16,10:50:00,10,2022,11,16,Wednesday,33.743576,-84.40398,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,Mcdaniel St Sw,Mcdaniel St Sw and Whitehall St Sw,Sideswipe-Same Direction,On Roadway - Roadway Intersection,Daylight,Clear,Dry,Atlanta Police Department,"[""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Misjudged Clearance"",""Inattentive or Other Distraction (Distracted)""]",315,150.94526044630229
2022-11-17,08:30:00,8,2022,11,17,Thursday,33.710511,-84.401718,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-7585 North,Fair Dr and I-7585 North,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,310,195.54729656427344
2022-11-17,17:38:00,17,2022,11,17,Thursday,33.763401,-84.493644,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-285 Nb,I-285 Nb and Martin Luther King Jr Drive,Sideswipe-Same Direction,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Shoulder Belt Only Used"",""Lap and Shoulder Belt Used"",""Child Restraint System (Properly Used)"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,R376,190.44469552232172
2022-11-17,09:06:00,9,2022,11,17,Thursday,33.706783,-84.403184,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-7585Nb,I-7585Nb and University Ave,Sideswipe-Same Direction,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Unknown"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Changed Lanes Improperly,310,240.33967904343203
2022-11-17,21:15:00,21,2022,11,17,Thursday,33.793513,-84.392243,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-85,None and I-85,Sideswipe-Same Direction,On Roadway - Non-Intersection,Dark-Lighted,Clear,Dry,Atlanta Police Department,"[""Unknown"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Driver Lost Control,R378,170.91567866792298
2022-11-17,15:50:00,15,2022,11,17,Thursday,33.764504,-84.492749,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-20 Wb,I-20 Wb and Fulton Industrial Blvd,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Unknown"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R376,147.80220505143927
2022-11-18,16:14:00,16,2022,11,18,Friday,33.743501,-84.378885,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-20 Wb,I-20 Wb and Hill Street,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Child Restraint System (Properly Used)"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,77,43.94381389696223
2022-11-18,08:37:00,8,2022,11,18,Friday,33.764504,-84.492749,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-285 North,I-20 and I-285 North,Sideswipe-Same Direction,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Unknown"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,R376,147.80220505143927
2022-11-18,06:40:00,6,2022,11,18,Friday,33.764862,-84.492909,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-285 North,I-285 North and I-20 Overpass,Rear End,On Roadway - Non-Intersection,Dusk,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R376,186.9322383625885
2022-11-18,15:45:00,15,2022,11,18,Friday,33.743307,-84.379296,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-20 West,I-20 West and Boulevard Southeast,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,77,59.14866609472824
2022-11-18,07:00:00,7,2022,11,18,Friday,33.759237,-84.379456,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-7585 Nb,I-7585 Nb and Freedom Pkwy,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,9,110.4789159811814
2022-11-18,22:23:00,22,2022,11,18,Friday,33.797779,-84.39304,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-85,None and I-85,Sideswipe-Same Direction,On Roadway - Non-Intersection,Dark-Lighted,Clear,Dry,Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Changed Lanes Improperly,R365,100.17907762309495
2022-11-18,15:50:00,15,2022,11,18,Friday,33.760142,-84.37924,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-7585 S,I-7585 S and Freedom Pkwy,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Changed Lanes Improperly"",""Following Too Close"",""Misjudged Clearance""]",9,173.72294948066587
2022-11-18,08:52:00,8,2022,11,18,Friday,33.798567,-84.396207,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,Interstate 7585 South,Northside Drive and Interstate 7585 South,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R365,222.72250571698405
2022-11-19,03:00:00,3,2022,11,19,Saturday,33.797472,-84.395592,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-75,None and I-75,Not a Collision with Motor Vehicle,On Roadway - Non-Intersection,Dark-Lighted,Clear,Dry,Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]",Other Non-Collision,Fire/Explosion,Under the Influence (U.I.),R365,138.93585699449997
2022-11-20,15:50:00,15,2022,11,20,Sunday,33.760153,-84.379297,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,Andrew Young International Blvd Ne,I-75 N and Andrew Young International Blvd Ne,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Atlanta Police Department,"[""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,9,177.15685227067286
2022-11-20,03:15:00,3,2022,11,20,Sunday,33.808093,-84.379047,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-85,None and I-85,Rear End,On Roadway - Non-Intersection,Dark-Lighted,Clear,Dry,Atlanta Police Department,"[""Unknown"",""Lap and Shoulder Belt Used"",""Unknown"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Aggressive Driving"",""Following Too Close""]",322,128.47191476303323
2022-11-20,00:00:00,0,2022,11,20,Sunday,33.796226,-84.392721,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,Ga-13,None and Ga-13,Sideswipe-Same Direction,On Roadway - Non-Intersection,Dark-Lighted,Clear,Dry,Atlanta Police Department,"[""Unknown"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Under the Influence (U.I.)"",""Inattentive or Other Distraction (Distracted)""]",R378,147.57098231180038
2022-11-20,00:18:00,0,2022,11,20,Sunday,33.873539,-84.445556,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-75 Nb Mile Marker 257,None and I-75 Nb Mile Marker 257,Rear End,On Roadway - Non-Intersection,Dark-Not Lighted,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,308,100.25148374338367
2022-11-21,17:48:00,17,2022,11,21,Monday,33.758421,-84.380707,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,Ellis St Ne,None and Ellis St Ne,Sideswipe-Opposite Direction,Entrance/Exit Ramp,Dark-Lighted,Clear,Dry,Atlanta Police Department,"[""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Changed Lanes Improperly,9,213.78922259183184
2022-11-21,14:14:00,14,2022,11,21,Monday,33.760142,-84.37924,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-7585 North,I-7585 North and Memorial Dr Overpass,Sideswipe-Same Direction,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Unknown"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,9,173.72294948066587
2022-11-21,12:40:00,12,2022,11,21,Monday,33.806185,-84.381625,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-85 Sb,I-85 Sb and Armour Drive,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,322,201.4116167699884
2022-11-22,08:50:00,8,2022,11,22,Tuesday,33.743494,-84.379717,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-20 Wb,I-20 Wb and Hill St Overpass,Rear End,On Roadway - Non-Intersection,Daylight,Cloudy,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""None Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,77,102.97945717857404
2022-11-22,19:18:00,19,2022,11,22,Tuesday,33.796253,-84.393684,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-85 S,I-85 S and Peachtree St,Rear End,On Roadway - Non-Intersection,Dark-Not Lighted,Cloudy,Dry,Gsp Post 00,"[""Unknown"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R356,65.36394949152289
2022-11-22,17:58:00,17,2022,11,22,Tuesday,33.764736,-84.492765,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-20 East,I-285 and I-20 East,Rear End,On Roadway - Non-Intersection,Dusk,Cloudy,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R376,167.64060940094336
2022-11-23,19:28:00,19,2022,11,23,Wednesday,33.76426,-84.491803,(A) Suspected Serious Injury,0.0,2.0,0.0,Atlanta,FULTON,I-20 W,I-285 and I-20 W,Rear End,On Roadway - Non-Intersection,Dark-Lighted,Clear,Dry,Atlanta Police Department,"[""Unknown"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Aggressive Driving,R376,77.75407033956546
2022-11-23,19:00:00,19,2022,11,23,Wednesday,33.763827,-84.492737,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-285,None and I-285,Sideswipe-Same Direction,On Roadway - Non-Intersection,Dark-Not Lighted,Clear,Dry,Atlanta Police Department,"[""Unknown"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Failure to Yield"",""Changed Lanes Improperly""]",R376,108.86496564879616
2022-11-23,20:57:00,20,2022,11,23,Wednesday,33.743307,-84.378863,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75 Sb   I85 Nb Rp,None and I-75 Sb   I85 Nb Rp,Sideswipe-Same Direction,On Roadway - Non-Intersection,Dark-Not Lighted,Clear,Dry,Atlanta Police Department,"[""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Changed Lanes Improperly,77,24.50470731945755
2022-11-23,19:30:00,19,2022,11,23,Wednesday,33.79364,-84.393126,(B) Suspected Minor/Visible Injury,0.0,0.0,1.0,Atlanta,FULTON,I-75,None and I-75,Rear End,On Roadway - Roadway Intersection,Dark-Lighted,Clear,Water (standing or moving),Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R378,187.10802239635015
2022-11-23,12:14:00,12,2022,11,23,Wednesday,33.795082,-84.393518,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-85,None and I-85,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R378,140.6979381994548
2022-11-24,01:14:00,1,2022,11,24,Thursday,33.743309,-84.376574,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,John Portman Blvd Ne,Piedmont Ave Ne and John Portman Blvd Ne,Rear End,On Roadway - Roadway Intersection,Dark-Not Lighted,Clear,Dry,Atlanta Police Department,"[""Unknown"",""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,77,197.03097191803883
2022-11-24,19:06:00,19,2022,11,24,Thursday,33.74269,-84.40388,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-20,None and I-20,Angle Crash,On Roadway - Non-Intersection,Dark-Lighted,Clear,Dry,Atlanta Police Department,"[""None Used"",""None Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,315,124.76368290568352
2022-11-24,13:06:00,13,2022,11,24,Thursday,33.744148,-84.400465,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-20 Eb,I-20 Eb and Windsor St Sw,Rear End,On Roadway - Roadway Intersection,Daylight,Cloudy,Dry,Atlanta Police Department,"[""Unknown"",""Unknown"",""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,315,237.85739775939044
2022-11-25,14:46:00,14,2022,11,25,Friday,33.743164,-84.403831,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,Mcdaniel St Sw,Mcdaniel St Sw and Whitehall St Sw,Rear End,On Roadway - Non-Intersection,Daylight,Cloudy,Dry,Atlanta Police Department,"[""Unknown"",""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Improper Backing,315,121.13424101378374
2022-11-25,21:21:00,21,2022,11,25,Friday,33.742469,-84.403842,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-20,None and I-20,Rear End,"On Roadway - Managed Lane (HOV, HOT, Reversible)",Dark-Lighted,Clear,Dry,Atlanta Police Department,"[""Unknown"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Changed Lanes Improperly,315,128.51002385197637
2022-11-25,13:15:00,13,2022,11,25,Friday,33.687521,-84.399388,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-7585 South,I-7585 South and Cleveland Avenue,Not a Collision with Motor Vehicle,Median,Daylight,Cloudy,Wet,Gsp Post 00,Lap and Shoulder Belt Used,Median Barrier,Median Barrier,"[""Too Fast for Conditions"",""Driver Lost Control""]",R357,194.48531580741584
2022-11-25,13:50:00,13,2022,11,25,Friday,33.758917,-84.378637,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-7585 N,I-7585 N and Freedom Parkway,Rear End,On Roadway - Non-Intersection,Daylight,Cloudy,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,9,28.25802943715547
2022-11-25,13:50:00,13,2022,11,25,Friday,33.760317,-84.379365,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-7585 N,I-7585 N and Freedom Parkway,Sideswipe-Same Direction,On Roadway - Non-Intersection,Daylight,Cloudy,Dry,Gsp Post 00,"[""Unknown"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Misjudged Clearance"",""Failure to Yield""]",9,196.2500337556998
2022-11-25,11:30:00,11,2022,11,25,Friday,33.688178,-84.40107,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-85S,I-85S and Metropolitan Pkwy,Rear End,On Roadway - Non-Intersection,Daylight,Cloudy,Wet,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R357,197.3790330315757
2022-11-25,11:29:00,11,2022,11,25,Friday,33.685356,-84.403262,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-85 North,I-85 North and Metropolitan Parkway,Rear End,On Roadway - Non-Intersection,Daylight,Rain,Wet,Gsp Post 00,"[""Lap Belt Only Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R357,239.6584794036825
2022-11-26,07:15:00,7,2022,11,26,Saturday,33.675901,-84.397563,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75,I-75 and Old Hapeville Rd Sw,Angle Crash,On Roadway - Non-Intersection,Daylight,Clear,Dry,Atlanta Police Department,"[""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,309,49.66926138896269
2022-11-26,20:40:00,20,2022,11,26,Saturday,33.79796,-84.395795,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,Deering Rd Nw Exit 251 Rp,None and Deering Rd Nw Exit 251 Rp,Rear End,On Roadway - Non-Intersection,Dark-Lighted,Rain,Wet,Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Changed Lanes Improperly,R365,162.0131686722408
2022-11-27,12:30:00,12,2022,11,27,Sunday,33.764353,-84.491991,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-20,None and I-20,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R376,93.10173325983644
2022-11-27,14:12:00,14,2022,11,27,Sunday,33.673623,-84.413989,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I 85,I 85 and Cofield Dr,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Hapeville Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,195,141.7034174452055
2022-11-27,19:19:00,19,2022,11,27,Sunday,33.798163,-84.395968,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75,None and I-75,Rear End,On Roadway - Non-Intersection,Dark-Lighted,Clear,Dry,Atlanta Police Department,"[""Unknown"",""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R365,183.96747777854893
2022-11-27,16:38:00,16,2022,11,27,Sunday,33.743483,-84.377907,(B) Suspected Minor/Visible Injury,0.0,0.0,1.0,Atlanta,FULTON,I-20,None and I-20,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Atlanta Police Department,"[""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,77,81.95061216611992
2022-11-27,17:05:00,17,2022,11,27,Sunday,33.80741,-84.379602,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-85,None and I-85,Rear End,On Roadway - Non-Intersection,Daylight,Cloudy,Dry,Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Child Restraint System (Properly Used)"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,322,37.73627772408588
2022-11-28,15:38:00,15,2022,11,28,Monday,33.760142,-84.37924,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-7585 Nb,I-7585 Nb and Freedom Pkwy,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,9,173.72294948066587
2022-11-28,11:40:00,11,2022,11,28,Monday,33.759625,-84.480859,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-20 West,I-20 West and I-285 North,Not a Collision with Motor Vehicle,Off Roadway,Daylight,Clear,Dry,Gsp Post 00,Lap and Shoulder Belt Used,Other Non-Collision,Tree,,313,198.7301332991735
