Station ID,Functional Class,Latitude,Longitude,Year,AADT,Statistics type,Single-Unit Truck AADT,Combo-Unit Truck AADT,% Peak SU Trucks,% Peak CU Trucks,K-Factor,D-Factor,Future AADT,Station Type
"143-0121",5R : Rural Major Collector,33.862079,-85.293868,2025,2730,Actual,,,,,0.0855,0.57,3590,Short Term
"143-0122",5R : Rural Major Collector,33.745251,-85.290310,2025,6840,Actual,470,233,0.278,0.146,0.0954,0.58,8620,Short Term
"143-0123",5R : Rural Major Collector,33.883433,-85.311195,2025,2270,Actual,182,371,0.562,0.936,0.0879,0.53,3390,Short Term
"143-0126",1R : Rural Principal Arterial - Interstate,33.680461,-85.301815,2025,40800,Actual,1038,12237,0.105,0.996,0.099,0.54,52100,CCS
"143-0129",1R : Rural Principal Arterial - Interstate,33.687300,-85.225500,2025,44600,Calculated,,,,,,,56700,Short Term
"143-0132",1R : Rural Principal Arterial - Interstate,33.688346,-85.179953,2025,46200,Calculated,,,,,,,58200,Short Term
"143-0135",4R : Rural Minor Arterial,33.740252,-85.332184,2025,3040,Actual,214,206,0.635,0.501,0.0958,0.64,3830,Short Term
"143-0138",4R : Rural Minor Arterial,33.744515,-85.292779,2025,5720,Actual,414,305,0.769,0.262,0.0872,0.6,7210,Short Term
"143-0141",4R : Rural Minor Arterial,33.744419,-85.290062,2025,9440,Actual,666,204,0.519,0.085,0.086,0.65,11900,Short Term
"143-0143",4R : Rural Minor Arterial,33.742772,-85.281960,2025,6430,Actual,479,157,0.545,0.171,0.0924,0.62,8100,Short Term
"143-0145",4R : Rural Minor Arterial,33.738999,-85.266839,2025,6810,Actual,408,208,0.426,0.118,0.0917,0.62,8580,Short Term
"143-0148",4R : Rural Minor Arterial,33.713830,-85.214978,2025,7150,Estimated,481,222,0.56,0.144,0.102,0.61,9070,Short Term
"143-0150",4U : Urban Minor Arterial,33.704574,-85.185204,2025,7500,Estimated,236,193,,,0.0935,0.6,9890,Short Term
"143-0152",4U : Urban Minor Arterial,33.706319,-85.174783,2025,9110,Estimated,458,319,0.507,0.185,0.0975,0.59,13100,Short Term
"143-0154",5U : Urban Major Collector,33.712517,-85.159975,2025,8380,Actual,,,,,0.0972,0.58,10600,Short Term
"143-0158",5U : Urban Major Collector,33.723795,-85.130376,2025,11100,Actual,319,188,,,0.1099,0.53,14000,Short Term
"143-0160",5U : Urban Major Collector,33.721755,-85.109416,2025,7860,Actual,,,,,0.0991,0.53,11700,Short Term
"143-0163",5R : Rural Major Collector,33.732379,-85.051296,2025,7920,Estimated,535,202,0.655,0.157,0.0977,0.6,11000,Short Term
"143-0165",5R : Rural Major Collector,33.754751,-85.289374,2025,1750,Estimated,134,45,0.72,0.12,0.0948,0.51,2210,Short Term
"143-0167",5R : Rural Major Collector,33.767312,-85.252257,2025,2890,Estimated,109,39,0.323,0.036,0.2194,0.5,3640,Short Term
"143-0170",5R : Rural Major Collector,33.773566,-85.216750,2025,2910,Estimated,216,41,0.831,0.108,0.1528,0.56,5430,Short Term
"143-0172",5R : Rural Major Collector,33.802138,-85.190875,2025,4070,Estimated,151,39,,,0.1252,0.6,5130,Short Term
"143-0175",5R : Rural Major Collector,33.803364,-85.178659,2025,3440,Actual,262,51,0.706,0.246,0.0907,0.53,4330,Short Term
"143-0179",4R : Rural Minor Arterial,33.811852,-85.140185,2025,6230,Actual,581,245,0.818,0.209,0.0961,0.51,10800,Short Term
"143-0180",4R : Rural Minor Arterial,33.818726,-85.092891,2025,5260,Actual,612,170,1.027,0.133,0.1048,0.55,9530,Short Term
"143-0182",4R : Rural Minor Arterial,33.828279,-85.044084,2025,5710,Estimated,363,160,,,0.1015,0.51,9400,Short Term
"143-0184",6R : Rural Minor Collector,33.795500,-85.251500,2025,750,Actual,73,11,0.668,0,0.0948,0.65,1270,Short Term
"143-0185",6R : Rural Minor Collector,33.801684,-85.196733,2025,1170,Estimated,106,17,1.273,0,0.1036,0.63,1780,Short Term
"143-0189",6R : Rural Minor Collector,33.842554,-85.252966,2025,560,Estimated,46,11,1.287,0.368,0.1177,0.72,880,Short Term
"143-0191",6R : Rural Minor Collector,33.837336,-85.114386,2025,1560,Actual,,,,,0.101,0.61,2340,Short Term
"143-0193",6R : Rural Minor Collector,33.856233,-85.083804,2025,860,Actual,103,39,0.929,0.116,0.1208,0.54,1810,Short Term
"143-0196",5R : Rural Major Collector,33.770605,-85.057055,2025,3730,Actual,,,,,0.0972,0.72,4700,Short Term
"143-0198",5R : Rural Major Collector,33.804145,-85.056175,2025,2510,Actual,203,66,0.719,0.12,0.0946,0.54,3770,Short Term
"143-0200",5R : Rural Major Collector,33.820963,-85.043978,2025,2270,Actual,163,54,0.616,0.044,0.1056,0.5,3680,Short Term
"143-0202",5R : Rural Major Collector,33.782964,-85.104730,2025,690,Estimated,59,15,1.359,0.151,0.1057,0.59,870,Short Term
"143-0206",5R : Rural Major Collector,33.729597,-85.112140,2025,2920,Actual,185,42,0.437,0.034,0.1023,0.67,5540,Short Term
"143-0208",5U : Urban Major Collector,33.727006,-85.120453,2025,1610,Actual,90,15,0.558,0.062,0.1022,0.57,2030,Short Term
"143-0211",5R : Rural Major Collector,33.747638,-85.109144,2025,2450,Actual,239,76,0.979,0.204,0.1,0.58,3090,Short Term
"143-0213",5R : Rural Major Collector,33.773380,-85.107686,2025,2040,Estimated,147,45,0.609,0.203,0.0985,0.56,3500,Short Term
"143-0215",5R : Rural Major Collector,33.799041,-85.098226,2025,1500,Actual,183,24,1.466,0,0.1046,0.55,2900,Short Term
"143-0217",5R : Rural Major Collector,33.838026,-85.096399,2025,1130,Actual,,,,,0.1126,0.51,1420,Short Term
"143-0220",5R : Rural Major Collector,33.863718,-85.096562,2025,1240,Actual,90,26,0.521,0,0.0995,0.53,1880,Short Term
"143-0221",5U : Urban Major Collector,33.701329,-85.141898,2025,12800,Actual,,,,,0.0959,0.53,16100,Short Term
"143-0223",5U : Urban Major Collector,33.706438,-85.141520,2025,11500,Estimated,274,77,0.164,0.073,0.0988,0.55,16800,Short Term
"143-0227",5U : Urban Major Collector,33.721897,-85.146304,2025,6550,Estimated,218,52,,,0.0971,0.51,8250,Short Term
"143-0229",5U : Urban Major Collector,33.737786,-85.150989,2025,4070,Actual,234,64,0.516,0.098,0.0995,0.59,5130,Short Term
"143-0230",5R : Rural Major Collector,33.750727,-85.157490,2025,2210,Actual,130,52,0.362,0.226,0.0927,0.56,2790,Short Term
"143-0232",3R : Rural Principal Arterial - Other,33.755856,-85.160777,2025,13500,Actual,907,1112,0.571,0.416,0.0977,0.57,17000,Short Term
"143-0234",5R : Rural Major Collector,33.788462,-85.177421,2025,3180,Actual,195,38,0.411,0.059,0.085,0.6,4010,Short Term
"143-0236",5R : Rural Major Collector,33.795590,-85.186680,2025,3490,Estimated,100,16,,,0.1128,0.56,4400,Short Term
"143-0238",5R : Rural Major Collector,33.811217,-85.192195,2025,1660,Actual,103,48,0.467,0.234,0.103,0.61,2090,Short Term
"143-0240",3R : Rural Principal Arterial - Other,33.816434,-85.195355,2025,8930,Estimated,712,1152,0.62,0.572,0.0958,0.54,17000,Short Term
"143-0243",3R : Rural Principal Arterial - Other,33.839576,-85.209013,2025,7570,Estimated,626,1159,0.58,0.58,0.0823,0.57,11700,Short Term
"143-0245",3R : Rural Principal Arterial - Other,33.877663,-85.217767,2025,6470,Actual,503,1046,0.728,1.025,0.0884,0.56,10500,Short Term
"143-0246",3U : Urban Principal Arterial - Other,33.706500,-85.159876,2025,20300,Actual,1520,1412,0.59,0.383,0.101,0.58,34100,Short Term
"143-0247",3U : Urban Principal Arterial - Other,33.719665,-85.164453,2025,14800,Actual,1251,1375,0.663,0.433,0.0903,0.61,20000,Short Term
"143-0248",3R : Rural Principal Arterial - Other,33.732535,-85.167737,2025,13400,Actual,1051,1291,0.671,0.514,0.0927,0.59,17000,Short Term
"143-0249",7R : Rural Local,33.685729,-85.187754,2025,1760,Actual,,,,,0.0963,0.61,2360,Short Term
"143-0250",5R : Rural Major Collector,33.691283,-85.188529,2025,10100,Actual,,,,,0.0783,0.54,17500,Short Term
"143-0252",5U : Urban Major Collector,33.703090,-85.182921,2025,2400,Actual,186,35,0.791,0.125,0.11,0.51,3020,Short Term
"143-0254",3R : Rural Principal Arterial - Other,33.785728,-85.175323,2025,13700,Estimated,832,1216,0.443,0.382,0.0878,0.55,17500,Short Term
"143-0255",5R : Rural Major Collector,33.671425,-85.262763,2025,920,Actual,110,31,1.408,0.433,0.1018,0.5,1160,Short Term
"143-0256",3R : Rural Principal Arterial - Other,33.790871,-85.173757,2025,11300,Actual,1026,1272,0.754,0.58,0.0858,0.55,18000,Short Term
"143-0258",3R : Rural Principal Arterial - Other,33.806319,-85.177485,2025,8070,Estimated,697,1133,0.802,0.712,0.0939,0.59,10600,Short Term
"143-0259",5R : Rural Major Collector,33.799884,-85.173631,2025,700,Estimated,,,,,0.0899,0.63,1380,Short Term
"143-0261",5U : Urban Major Collector,33.718989,-85.140737,2025,1550,Estimated,,,,,0.1162,0.51,1950,Short Term
"143-0264",7U : Urban Local,33.707428,-85.114095,2025,1280,Estimated,,,,,0.1253,0.51,1670,Short Term
"143-0266",6R : Rural Minor Collector,33.744187,-85.188612,2025,310,Actual,21,10,1.299,0.325,0.1234,0.53,440,Short Term
"143-0270",6R : Rural Minor Collector,33.711792,-85.329336,2025,980,Estimated,62,58,0.549,0.22,0.1175,0.53,1240,Short Term
"143-0272",6R : Rural Minor Collector,33.776834,-85.309073,2025,740,Estimated,61,10,0.839,0,0.1189,0.72,930,Short Term
"143-8001",7R : Rural Local,33.787187,-85.083222,2025,100,Actual,7,1,0,0,0.1546,0.53,130,Short Term
"143-8007",7R : Rural Local,33.687288,-85.193867,2025,1010,Estimated,,,,,0.1071,0.62,1270,Short Term
"143-8009",7R : Rural Local,33.658506,-85.304949,2025,270,Actual,31,7,1.825,0,0.1022,0.54,440,Short Term
"143-8013",7R : Rural Local,33.813360,-85.274809,2025,120,Actual,6,1,0.862,0,0.1293,0.53,180,Short Term
"143-8021",7R : Rural Local,33.865009,-85.358589,2025,530,Actual,,,,,0.1094,0.64,890,Short Term
"143-8027",7R : Rural Local,33.803564,-85.186892,2025,140,Actual,6,0,,,0.1371,0.65,180,Short Term
"143-8028",7R : Rural Local,33.794425,-85.122375,2025,480,Estimated,41,5,1.317,0,0.1229,0.52,610,Short Term
"143-8030",7R : Rural Local,33.746845,-85.115782,2025,740,Actual,69,15,1.493,0.136,0.1126,0.7,930,Short Term
"143-8031",7R : Rural Local,33.749857,-85.229035,2025,420,Actual,36,7,0.964,0,0.1325,0.62,800,Short Term
"143-8032",7R : Rural Local,33.772255,-85.114066,2025,310,Actual,,,,,0.1133,0.68,390,Short Term
"143-8033",7R : Rural Local,33.777295,-85.118989,2025,270,Estimated,28,3,0.399,0,0.1358,0.59,340,Short Term
"143-8035",7R : Rural Local,33.723543,-85.050955,2025,250,Estimated,14,4,0.42,0,0.1133,0.52,320,Short Term
"143-8039",7R : Rural Local,33.732345,-85.226559,2025,180,Estimated,18,3,1.183,0.592,0.1243,0.57,230,Short Term
"143-8041",7R : Rural Local,33.680818,-85.296594,2025,730,Estimated,55,11,0.693,0.277,0.1108,0.55,1080,Short Term
"143-8042",7R : Rural Local,33.708221,-85.298071,2025,460,Actual,27,4,0.635,0.423,0.1026,0.68,680,Short Term
"143-8045",7R : Rural Local,33.716791,-85.313607,2025,120,Estimated,3,0,1.883,0,0.1224,0.54,150,Short Term
"143-8047",7R : Rural Local,33.735072,-85.342792,2025,160,Estimated,19,30,1.361,0,0.1225,0.56,260,Short Term
"143-8048",7R : Rural Local,33.768287,-85.334791,2025,710,Estimated,53,13,0.797,0,0.1163,0.59,980,Short Term
"143-8051",7R : Rural Local,33.756987,-85.321858,2025,210,Actual,19,1,1.878,0,0.0986,0.52,270,Short Term
"143-8055",6R : Rural Minor Collector,33.876419,-85.323674,2025,340,Actual,26,20,0.293,0,0.1261,0.53,430,Short Term
"143-8056",7R : Rural Local,33.817521,-85.298495,2025,260,Actual,18,4,1.538,0.385,0.15,0.59,370,Short Term
"143-8059",7R : Rural Local,33.780909,-85.200342,2025,340,Estimated,39,2,4.702,0,0.1254,0.55,590,Short Term
"143-8060",7R : Rural Local,33.764286,-85.213089,2025,800,Estimated,90,4,1.473,0.268,0.083,0.55,1310,Short Term
"143-8064",7R : Rural Local,33.858159,-85.246123,2025,130,Actual,12,1,1.527,0,0.1221,0.63,230,Short Term
"143-8066",7R : Rural Local,33.861791,-85.162011,2025,370,Estimated,40,9,0,0.555,0.1027,0.51,520,Short Term
"143-8067",6R : Rural Minor Collector,33.840248,-85.156159,2025,780,Actual,104,14,1.405,0,0.0881,0.64,980,Short Term
"143-8068",7R : Rural Local,33.827772,-85.183112,2025,550,Actual,41,14,0.545,0,0.1055,0.64,690,Short Term
"143-8069",7R : Rural Local,33.833106,-85.191437,2025,150,Estimated,12,2,0,0,0.1007,0.71,200,Short Term
"143-8071",7R : Rural Local,33.855306,-85.183380,2025,10,Actual,1,0,0,0,0.2858,0.67,20,Short Term
"143-8072",7R : Rural Local,33.853515,-85.169519,2025,110,Actual,10,1,0.943,0,0.1321,0.64,150,Short Term
"143-8073",6R : Rural Minor Collector,33.864971,-85.148961,2025,380,Actual,33,3,0.299,0.299,0.1106,0.73,670,Short Term
"143-8074",7R : Rural Local,33.861767,-85.136410,2025,40,Actual,3,6,2.5,10,0.175,0.71,50,Short Term
"143-8075",7R : Rural Local,33.885630,-85.071176,2025,110,Actual,6,2,0.909,0,0.1364,0.6,160,Short Term
"143-8076",7R : Rural Local,33.880534,-85.044185,2025,250,Actual,22,6,0.592,1.183,0.096,0.52,400,Short Term
"143-8077",7R : Rural Local,33.894448,-85.045539,2025,20,Actual,3,0,4.167,0,0.2083,0.6,30,Short Term
"143-8078",7R : Rural Local,33.904316,-85.045528,2025,80,Estimated,7,1,0,0,0.1379,0.6,100,Short Term
"143-8081",7R : Rural Local,33.803152,-85.189327,2025,110,Estimated,2,0,0,0,0.2461,0.73,140,Short Term
"143-R201",1R : Rural Principal Arterial - Interstate,33.683510,-85.265203,2025,1960,Actual,,,,,0.0722,1,2470,Short Term
"143-R202",1R : Rural Principal Arterial - Interstate,33.684329,-85.259910,2025,3640,Actual,,,,,0.0919,1,4590,Short Term
"143-R203",1R : Rural Principal Arterial - Interstate,33.688509,-85.190044,2025,1260,Actual,,,,,0.0889,1,1680,Short Term
"143-R204",1R : Rural Principal Arterial - Interstate,33.688183,-85.186349,2025,1990,Actual,,,,,0.082,1,2510,Short Term
"143-R801",1R : Rural Principal Arterial - Interstate,33.685549,-85.260338,2025,3410,Actual,,,,,0.0867,1,4300,Short Term
"143-R802",1R : Rural Principal Arterial - Interstate,33.685157,-85.264013,2025,1780,Actual,,,,,0.0861,1,5340,Short Term
"143-R803",1R : Rural Principal Arterial - Interstate,33.689630,-85.186440,2025,2420,Actual,,,,,0.093,1,4030,Short Term
"143-R804",1R : Rural Principal Arterial - Interstate,33.689903,-85.190522,2025,1860,Estimated,,,,,0.0844,1,3130,Short Term
"145-0101",4R : Rural Minor Arterial,32.633782,-84.893598,2025,8240,Estimated,673,107,0.536,0.05,0.1056,0.61,10400,Short Term
"145-0103",4R : Rural Minor Arterial,32.677743,-84.859045,2025,5900,Actual,348,74,0.509,0.068,0.1026,0.58,7430,Short Term
"145-0105",4R : Rural Minor Arterial,32.721927,-84.873811,2025,7240,Estimated,540,142,0.878,0.099,0.126,0.6,9120,Short Term
"145-0107",4R : Rural Minor Arterial,32.745596,-84.869945,2025,7160,Actual,559,136,1.061,0.14,0.1243,0.68,9620,Short Term
"145-0109",4R : Rural Minor Arterial,32.758797,-84.875028,2025,7320,Estimated,392,139,0.397,0.128,0.0987,0.52,9220,Short Term
"145-0112",4R : Rural Minor Arterial,32.782277,-84.872841,2025,3220,Actual,209,152,,,0.0816,0.52,4060,Short Term
"145-0114",4R : Rural Minor Arterial,32.833484,-84.843626,2025,3960,Estimated,280,199,0.791,0.343,0.0984,0.56,4990,Short Term
"145-0116",4R : Rural Minor Arterial,32.862389,-84.852842,2025,4050,Estimated,210,162,,,0.0948,0.53,5100,Short Term
"145-0118",4R : Rural Minor Arterial,32.867127,-84.855862,2025,6010,Estimated,428,101,0.715,0.146,0.0866,0.5,7570,Short Term
"145-0121",4R : Rural Minor Arterial,32.868502,-84.857228,2025,5050,Actual,289,188,0.416,0.059,0.089,0.64,6360,Short Term
"145-0123",4R : Rural Minor Arterial,32.864821,-85.013744,2025,1940,Estimated,131,126,0.477,0.636,0.0938,0.51,2440,Short Term
"145-0125",4R : Rural Minor Arterial,32.855466,-84.959901,2025,2470,Actual,112,112,,,0.0913,0.58,6390,Short Term
"145-0127",4R : Rural Minor Arterial,32.846727,-84.917968,2025,1840,Estimated,129,85,0.334,0.056,0.0885,0.59,2320,Short Term
"145-0129",4R : Rural Minor Arterial,32.850061,-84.883469,2025,2780,Actual,193,82,0.719,0.144,0.0988,0.53,5040,Short Term
"145-0132",5R : Rural Major Collector,32.860100,-84.863356,2025,1550,Estimated,37,7,0.389,0,0.0928,0.53,1950,Short Term
"145-0134",5R : Rural Major Collector,32.864028,-84.856214,2025,2080,Actual,76,18,,,0.0956,0.51,2620,Short Term
"145-0136",5R : Rural Major Collector,32.871575,-84.854617,2025,2130,Actual,,,,,0.0879,0.51,2680,Short Term
"145-0138",4R : Rural Minor Arterial,32.802754,-84.694937,2025,2240,Estimated,137,108,0.536,0.195,0.0922,0.53,2820,Short Term
"145-0141",4R : Rural Minor Arterial,32.811763,-84.696863,2025,2670,Actual,208,85,0.599,0.187,0.0978,0.55,3360,Short Term
"145-0143",4R : Rural Minor Arterial,32.831036,-84.698571,2025,2080,Estimated,228,97,0.766,0.306,0.093,0.55,2850,Short Term
"145-0145",4R : Rural Minor Arterial,32.619679,-84.811378,2025,12800,Actual,,,,,0.1048,0.71,16100,Short Term
"145-0147",4R : Rural Minor Arterial,32.642752,-84.784958,2025,7170,Actual,430,156,0.6,0.126,0.1045,0.66,9030,Short Term
"145-0149",4R : Rural Minor Arterial,32.665073,-84.761975,2025,6750,Estimated,363,202,0.461,0.104,0.0945,0.64,8510,Short Term
"145-0152",4R : Rural Minor Arterial,32.682065,-84.739698,2025,6360,Actual,570,164,0.739,0.204,0.0996,0.65,8010,Short Term
"145-0154",4R : Rural Minor Arterial,32.727051,-84.721006,2025,4410,Estimated,305,148,0.372,0.14,0.0977,0.66,5560,Short Term
"145-0156",4R : Rural Minor Arterial,32.752567,-84.698461,2025,3790,Estimated,,,,,0.0974,0.55,4780,Short Term
"145-0158",4R : Rural Minor Arterial,32.618148,-85.027925,2025,3610,Estimated,,,,,0.118,0.66,4550,Short Term
"145-0161",4R : Rural Minor Arterial,32.635513,-85.047240,2025,3190,Estimated,231,85,0.419,0.29,0.1098,0.67,4020,Short Term
"145-0163",5R : Rural Major Collector,32.680778,-85.047741,2025,1820,Actual,125,71,,,0.097,0.58,2710,Short Term
"145-0165",5R : Rural Major Collector,32.713573,-85.022433,2025,1240,Estimated,160,61,1.595,0.299,0.1477,0.58,1650,Short Term
"145-0167",4R : Rural Minor Arterial,32.743009,-85.054350,2025,3650,Actual,223,257,0.372,0.344,0.0927,0.67,6440,Short Term
"145-0169",4R : Rural Minor Arterial,32.798045,-85.102550,2025,3790,Estimated,205,281,0.399,0.332,0.0976,0.65,6680,Short Term
"145-0172",4R : Rural Minor Arterial,32.849502,-85.127329,2025,4080,Actual,205,353,0.418,0.391,0.088,0.63,5870,Short Term
"145-0174",4R : Rural Minor Arterial,32.862085,-85.136147,2025,5720,Actual,449,864,0.49,0.665,0.1053,0.6,7210,Short Term
"145-0176",5R : Rural Major Collector,32.747218,-85.019834,2025,4630,Estimated,288,140,,,0.1034,0.7,8230,Short Term
"145-0178",5R : Rural Major Collector,32.740742,-84.956109,2025,1570,Estimated,157,104,1.544,0.579,0.1667,0.59,2210,Short Term
"145-0181",5R : Rural Major Collector,32.752930,-84.901174,2025,4840,Actual,328,80,1.384,0.186,0.1793,0.58,6750,Short Term
"145-0183",5R : Rural Major Collector,32.760070,-84.874414,2025,4060,Estimated,267,155,1.147,0.1,0.1167,0.55,5730,Short Term
"145-0185",5R : Rural Major Collector,32.782495,-84.848389,2025,3290,Actual,,,,,0.1137,0.63,5310,Short Term
"145-0187",5R : Rural Major Collector,32.795836,-84.792599,2025,1430,Estimated,119,51,0.778,0.283,0.1195,0.76,2090,Short Term
"145-0189",5R : Rural Major Collector,32.793120,-84.745574,2025,920,Estimated,84,34,0.68,0,0.1201,0.66,1160,Short Term
"145-0192",5R : Rural Major Collector,32.804682,-84.697721,2025,1080,Estimated,95,40,0.653,0.28,0.098,0.59,1360,Short Term
"145-0194",4R : Rural Minor Arterial,32.823644,-84.838397,2025,240,Actual,14,2,0.847,0,0.0975,0.7,300,Short Term
"145-0196",5R : Rural Major Collector,32.694743,-84.797543,2025,2530,Actual,225,68,1.425,0.04,0.1425,0.7,3640,Short Term
"145-0198",5R : Rural Major Collector,32.685153,-84.738774,2025,1250,Actual,79,27,,,0.109,0.54,1580,Short Term
"145-0201",5R : Rural Major Collector,32.689705,-84.730948,2025,2460,Actual,162,100,0.528,0.285,0.1012,0.62,3100,Short Term
"145-0203",5R : Rural Major Collector,32.784723,-85.021564,2025,520,Actual,65,33,1.724,0.383,0.1073,0.59,730,Short Term
"145-0205",5R : Rural Major Collector,32.852169,-85.036540,2025,4510,Estimated,238,190,0.49,0.326,0.0998,0.62,7000,Short Term
"145-0207",5R : Rural Major Collector,32.648141,-85.015153,2025,2760,Estimated,123,39,,,0.1032,0.75,3480,Short Term
"145-0209",5R : Rural Major Collector,32.665411,-84.975286,2025,8430,Estimated,644,122,0.965,0.13,0.1218,0.68,14700,Short Term
"145-0212",5R : Rural Major Collector,32.667802,-84.968545,2025,8050,Actual,559,68,0.795,0.037,0.1334,0.61,10100,Short Term
"145-0214",5R : Rural Major Collector,32.672745,-84.924927,2025,2470,Actual,,,,,0.1324,0.65,3110,Short Term
"145-0216",5R : Rural Major Collector,32.669444,-84.900165,2025,2370,Actual,101,28,,,0.1246,0.54,2990,Short Term
"145-0218",5R : Rural Major Collector,32.659478,-84.867225,2025,2220,Estimated,,,,,0.0937,0.55,2800,Short Term
"145-0220",5R : Rural Major Collector,32.597584,-84.826563,2025,1760,Estimated,72,16,0.594,0.059,0.1235,0.65,3360,Short Term
"145-0221",5R : Rural Major Collector,32.655535,-84.848343,2025,1430,Estimated,,,,,0.0868,0.58,1800,Short Term
"145-0223",5R : Rural Major Collector,32.624973,-84.811230,2025,1820,Estimated,,,,,0.1673,0.65,2290,Short Term
"145-0225",5R : Rural Major Collector,32.631706,-84.760288,2025,2660,Actual,164,59,0.638,0.113,0.1033,0.67,3960,Short Term
