Station ID,Functional Class,Latitude,Longitude,Year,AADT,Statistics type,Single-Unit Truck AADT,Combo-Unit Truck AADT,% Peak SU Trucks,% Peak CU Trucks,K-Factor,D-Factor,Future AADT,Station Type
"205-0285",5R : Rural Major Collector,31.316242,-84.182445,2025,950,Estimated,,,,,0.1053,0.53,1200,Short Term
"205-0287",6R : Rural Minor Collector,31.316550,-84.094118,2025,310,Estimated,31,9,2.273,0.325,0.1429,0.68,390,Short Term
"205-0289",5R : Rural Major Collector,31.167670,-84.268203,2025,330,Estimated,18,5,0.621,0,0.1429,0.74,420,Short Term
"205-0292",5R : Rural Major Collector,31.407466,-84.051330,2025,770,Estimated,69,31,1.347,0.135,0.1253,0.68,970,Short Term
"205-0294",5R : Rural Major Collector,31.237875,-84.098671,2025,220,Estimated,13,4,0.562,0,0.1491,0.55,280,Short Term
"205-0296",5R : Rural Major Collector,31.132904,-84.047546,2025,170,Estimated,26,5,0.613,0.613,0.1227,0.55,210,Short Term
"205-0298",5R : Rural Major Collector,31.088561,-84.033986,2025,190,Estimated,41,4,0.524,0.524,0.1309,0.6,240,Short Term
"205-0301",5R : Rural Major Collector,31.134075,-84.164523,2025,2240,Estimated,,,,,0.0967,0.57,2830,Short Term
"205-0305",5R : Rural Major Collector,31.193589,-84.193187,2025,2460,Estimated,,,,,0.096,0.52,3100,Short Term
"205-0307",4U : Urban Minor Arterial,31.227005,-84.208641,2025,2980,Estimated,105,16,0.245,0.07,0.1133,0.6,3760,Short Term
"205-0309",5R : Rural Major Collector,31.125302,-84.145403,2025,1460,Estimated,43,9,0.138,0.138,0.1142,0.57,1840,Short Term
"205-0312",5R : Rural Major Collector,31.119935,-84.109715,2025,710,Estimated,46,20,0.851,0.142,0.1078,0.62,900,Short Term
"205-0316",5R : Rural Major Collector,31.132414,-84.141552,2025,1410,Estimated,47,6,0.179,0.06,0.0858,0.53,1780,Short Term
"205-0318",5R : Rural Major Collector,31.161803,-84.109834,2025,270,Estimated,11,1,0.38,0,0.1597,0.6,340,Short Term
"205-0323",5U : Urban Major Collector,31.216906,-84.214793,2025,610,Actual,,,,,0.1171,0.61,770,Short Term
"205-0325",5U : Urban Major Collector,31.221872,-84.201640,2025,1200,Estimated,,,,,0.0877,0.59,1510,Short Term
"205-0327",6R : Rural Minor Collector,31.367955,-84.120480,2025,240,Estimated,31,53,2.154,2.585,0.1379,0.53,300,Short Term
"205-0329",7R : Rural Local,31.271205,-84.233292,2025,510,Estimated,,,,,0.1199,0.66,640,Short Term
"205-0333",5U : Urban Major Collector,31.235345,-84.197806,2025,1470,Estimated,,,,,0.1134,0.58,3550,Short Term
"205-0335",5U : Urban Major Collector,31.224382,-84.206311,2025,370,Estimated,58,,3.324,0,0.1143,0.58,470,Short Term
"205-0337",5U : Urban Major Collector,31.234897,-84.204904,2025,1230,Estimated,,,,,0.1006,0.52,1550,Short Term
"205-0339",5U : Urban Major Collector,31.241516,-84.212097,2025,570,Estimated,18,0,0,0,0.1094,0.5,720,Short Term
"205-0341",5U : Urban Major Collector,31.225168,-84.215686,2025,760,Estimated,36,3,0.666,0.266,0.2064,0.58,960,Short Term
"205-0345",5R : Rural Major Collector,31.078079,-84.132361,2025,700,Estimated,46,70,0.58,0.725,0.1159,0.6,1240,Short Term
"205-7515",6R : Rural Minor Collector,31.186053,-84.147827,2025,610,Actual,55,9,0.657,0,0.1494,0.67,770,Short Term
"205-8003",7R : Rural Local,31.113097,-84.384760,2025,140,Estimated,,,,,0.1608,0.52,180,Short Term
"205-8005",6R : Rural Minor Collector,31.242147,-84.312763,2025,300,Actual,24,17,0.993,0.662,0.1358,0.85,380,Short Term
"205-8033",7U : Urban Local,31.229223,-84.212740,2025,30,Estimated,,,,,,,40,Short Term
"205-8035",7U : Urban Local,31.240139,-84.202857,2025,20,Estimated,1,0,0,0,0.25,0.5,30,Short Term
"205-8039",7U : Urban Local,31.234704,-84.207137,2025,30,Estimated,1,0,0,0,0.1563,0.6,40,Short Term
"205-8040",7R : Rural Local,31.199287,-84.254063,2025,90,Actual,14,1,4.444,0,0.1444,0.54,110,Short Term
"205-8042",7R : Rural Local,31.096177,-84.281858,2025,110,Estimated,9,3,1.653,0,0.1533,0.56,140,Short Term
"205-8044",7R : Rural Local,31.096110,-84.263738,2025,130,Estimated,1,2,0,0.758,0.1439,0.68,160,Short Term
"205-8045",7R : Rural Local,31.155333,-84.267823,2025,10,Estimated,0,1,0,0,0.3333,0.75,20,Short Term
"205-8046",7R : Rural Local,31.133570,-84.266140,2025,40,Actual,3,0,0,0,0.175,0.57,50,Short Term
"205-8050",7R : Rural Local,31.132738,-84.292226,2025,180,Actual,18,4,0.571,0,0.1543,0.85,230,Short Term
"205-8051",7R : Rural Local,31.137435,-84.198087,2025,40,Estimated,2,1,0,0,0.15,0.5,50,Short Term
"205-8052",7R : Rural Local,31.208068,-84.073879,2025,30,Actual,8,1,10,0,0.1333,0.75,40,Short Term
"205-8053",7R : Rural Local,31.218964,-84.058874,2025,150,Estimated,22,6,1.974,0,0.1184,0.67,190,Short Term
"205-8054",7R : Rural Local,31.262429,-84.085273,2025,100,Estimated,16,7,3.47,0,0.2429,0.57,170,Short Term
"205-8055",6R : Rural Minor Collector,31.259370,-84.006528,2025,460,Estimated,26,10,0.442,0.442,0.1018,0.52,580,Short Term
"205-8057",6R : Rural Minor Collector,31.375088,-84.103769,2025,330,Actual,40,8,3.132,0.626,0.1573,0.54,420,Short Term
"205-8058",6R : Rural Minor Collector,31.251247,-84.148180,2025,340,Estimated,48,14,0.893,0,0.1161,0.72,590,Short Term
"205-8059",6R : Rural Minor Collector,31.228950,-84.147487,2025,450,Estimated,72,17,0.671,0.671,0.1119,0.62,570,Short Term
"205-8062",7R : Rural Local,31.205978,-84.045406,2025,10,Actual,0,0,0,0,2,0.5,20,Short Term
"205-8063",7R : Rural Local,31.199128,-84.067879,2025,30,Estimated,2,0,0,0,0.25,0.5,40,Short Term
"205-8066",7R : Rural Local,31.181316,-84.043461,2025,30,Estimated,8,1,8.058,4.029,0.1612,0.75,40,Short Term
"205-8067",7R : Rural Local,31.182688,-84.232710,2025,10,Estimated,1,0,7.143,0,0.2857,1,20,Short Term
"205-8069",7R : Rural Local,31.091874,-84.059573,2025,50,Actual,4,1,2,0,0.22,0.55,60,Short Term
"205-8070",7R : Rural Local,31.166595,-84.180062,2025,390,Estimated,19,2,0.787,0,0.1181,0.56,490,Short Term
"205-8073",7R : Rural Local,31.153693,-84.046917,2025,40,Estimated,16,1,8.333,0,0.1944,0.57,50,Short Term
"205-8075",7R : Rural Local,31.322540,-84.015036,2025,30,Estimated,2,6,4.036,0,0.2825,0.57,40,Short Term
"205-8077",7R : Rural Local,31.370156,-84.012881,2025,90,Estimated,4,4,0,0,0.1505,0.64,110,Short Term
"205-8079",7R : Rural Local,31.330284,-84.041229,2025,10,Estimated,1,0,0,0,0.3571,0.6,20,Short Term
"205-8081",7R : Rural Local,31.175466,-84.002292,2025,90,Estimated,4,3,0,1.087,0.1522,0.5,150,Short Term
"207-0101",5R : Rural Major Collector,32.910702,-83.976024,2025,1780,Estimated,175,265,0.701,0.818,0.0935,0.63,3220,Short Term
"207-0109",5R : Rural Major Collector,32.995237,-83.944946,2025,2870,Estimated,250,296,0.669,0.528,0.0915,0.57,4160,Short Term
"207-0111",5R : Rural Major Collector,33.026287,-83.939752,2025,4550,Estimated,257,267,0.4,0.2,0.1067,0.56,5730,Short Term
"207-0113",5R : Rural Major Collector,33.030887,-83.938528,2025,7050,Estimated,,,,,0.0914,0.54,10400,Short Term
"207-0115",4R : Rural Minor Arterial,33.037272,-83.938422,2025,14600,Estimated,901,208,,,0.098,0.54,18400,Short Term
"207-0116",4R : Rural Minor Arterial,33.042545,-83.938119,2025,14800,Estimated,488,266,,,0.0796,0.53,22700,Short Term
"207-0118",5R : Rural Major Collector,33.045890,-83.942689,2025,5720,Estimated,,,,,0.1062,0.6,7210,Short Term
"207-0120",5R : Rural Major Collector,33.052162,-83.950223,2025,6790,Estimated,,,,,0.1447,0.74,8560,Short Term
"207-0122",5R : Rural Major Collector,33.057970,-83.950984,2025,6640,Estimated,,,,,0.1111,0.69,9350,Short Term
"207-0124",5R : Rural Major Collector,33.082858,-83.952240,2025,5830,Estimated,370,99,,,0.1084,0.58,10700,Short Term
"207-0126",5R : Rural Major Collector,33.138358,-83.945125,2025,4030,Estimated,298,155,0.749,0.258,0.1041,0.61,6490,Short Term
"207-0128",5R : Rural Major Collector,33.191807,-83.950978,2025,2560,Estimated,,,,,0.1253,0.57,5270,Short Term
"207-0131",4R : Rural Minor Arterial,32.851362,-84.075642,2025,1970,Estimated,,,,,0.081,0.54,2480,Short Term
"207-0133",4R : Rural Minor Arterial,32.877250,-84.090834,2025,2570,Estimated,255,465,,,0.0837,0.55,3730,Short Term
"207-0135",4R : Rural Minor Arterial,32.893452,-84.082162,2025,1800,Estimated,179,441,0.683,1.993,0.0883,0.51,2270,Short Term
"207-0137",4R : Rural Minor Arterial,32.917791,-84.066996,2025,410,Estimated,26,59,,,0.1129,0.58,520,Short Term
"207-0139",4R : Rural Minor Arterial,32.923323,-84.076432,2025,1410,Estimated,,,,,0.0909,0.58,2080,Short Term
"207-0140",4R : Rural Minor Arterial,32.901611,-84.113170,2025,1920,Estimated,141,216,,,0.095,0.57,2420,Short Term
"207-0143",4R : Rural Minor Arterial,32.873711,-84.055204,2025,1440,Estimated,152,166,0.944,0.944,0.0893,0.63,1810,Short Term
"207-0145",4R : Rural Minor Arterial,32.955212,-84.040257,2025,1140,Estimated,136,57,1.467,0.275,0.0981,0.69,1750,Short Term
"207-0147",4R : Rural Minor Arterial,32.997892,-83.996465,2025,1830,Estimated,182,62,0.812,0,0.1131,0.65,3370,Short Term
"207-0152",4R : Rural Minor Arterial,33.026735,-83.949783,2025,3720,Estimated,,,,,0.1491,0.53,4690,Short Term
"207-0154",4R : Rural Minor Arterial,33.046174,-83.934501,2025,6820,Estimated,,,,,0.0914,0.54,8590,Short Term
"207-0156",4R : Rural Minor Arterial,33.054023,-83.928741,2025,4980,Estimated,444,365,0.898,0.513,0.1141,0.5,7530,Short Term
"207-0157",4R : Rural Minor Arterial,33.116395,-83.870633,2025,2600,Estimated,252,432,1.407,1.447,0.1073,0.62,4210,Short Term
"207-0159",4R : Rural Minor Arterial,33.151057,-83.841535,2025,3130,Estimated,251,560,,,0.0806,0.53,5070,Short Term
"207-0161",4R : Rural Minor Arterial,33.153387,-83.830058,2025,3460,Estimated,336,442,0.875,0.814,0.1056,0.63,6170,Short Term
"207-0163",4R : Rural Minor Arterial,33.030535,-83.966633,2025,5080,Estimated,494,536,0.725,0.559,0.0893,0.54,6400,Short Term
"207-0165",4R : Rural Minor Arterial,33.034293,-83.946970,2025,5330,Estimated,626,442,0.96,0.627,0.0891,0.52,7050,Short Term
"207-0167",4R : Rural Minor Arterial,33.034168,-83.941067,2025,8760,Estimated,369,437,,,0.0862,0.5,11000,Short Term
"207-0169",5R : Rural Major Collector,33.030212,-83.928529,2025,8420,Estimated,951,97,1.921,0.111,0.1129,0.51,10600,Short Term
"207-0172",5R : Rural Major Collector,33.016755,-83.914866,2025,6820,Estimated,,,,,0.1374,0.5,13000,Short Term
"207-0174",5R : Rural Major Collector,32.994316,-83.894978,2025,5130,Estimated,,,,,0.1173,0.59,7460,Short Term
"207-0176",5R : Rural Major Collector,32.945164,-83.835728,2025,3600,Estimated,327,82,0.843,0.056,0.1054,0.61,5180,Short Term
"207-0178",4R : Rural Minor Arterial,32.951055,-83.805364,2025,5920,Estimated,480,86,0.527,0.075,0.113,0.51,10700,Short Term
"207-0180",4R : Rural Minor Arterial,32.928414,-83.788972,2025,3130,Estimated,,,,,0.0941,0.62,3940,Short Term
"207-0182",5R : Rural Major Collector,33.112376,-84.013856,2025,2100,Estimated,80,25,0.64,0.192,0.1087,0.68,3810,Short Term
"207-0184",5R : Rural Major Collector,33.116265,-83.975230,2025,1180,Estimated,140,24,0.498,0.498,0.199,0.86,1810,Short Term
"207-0186",5R : Rural Major Collector,33.169736,-84.036328,2025,3910,Estimated,292,41,0.689,0.08,0.11,0.65,5840,Short Term
"207-0188",5R : Rural Major Collector,33.176920,-84.027706,2025,2240,Estimated,155,11,0.972,0,0.1111,0.55,3380,Short Term
"207-0190",5R : Rural Major Collector,33.185735,-84.007762,2025,3160,Estimated,232,56,0.666,0,0.1143,0.6,3980,Short Term
"207-0191",5R : Rural Major Collector,33.192498,-84.005515,2025,1760,Estimated,,,,,0.1119,0.53,2680,Short Term
"207-0193",5R : Rural Major Collector,33.176939,-83.987527,2025,910,Estimated,63,8,0.554,0.111,0.1186,0.61,1330,Short Term
"207-0195",5R : Rural Major Collector,33.183759,-83.963806,2025,560,Estimated,32,14,1.254,0.179,0.1308,0.58,1130,Short Term
"207-0199",5R : Rural Major Collector,33.105599,-83.809514,2025,930,Estimated,54,16,0.556,0,0.109,0.52,1170,Short Term
"207-0200",5R : Rural Major Collector,33.079737,-83.851502,2025,1420,Estimated,99,24,0.741,0.411,0.1068,0.51,1790,Short Term
"207-0204",5R : Rural Major Collector,33.044359,-83.910398,2025,3030,Estimated,,,,,0.095,0.52,3820,Short Term
"207-0206",5R : Rural Major Collector,33.035087,-83.932286,2025,5610,Estimated,129,23,,,0.0985,0.51,7070,Short Term
"207-0208",4R : Rural Minor Arterial,32.965413,-83.726364,2025,7210,Estimated,682,452,0.342,0.171,0.0976,0.65,9090,Short Term
"207-0210",4R : Rural Minor Arterial,33.010597,-83.741060,2025,7280,Estimated,636,440,0.488,0.33,0.1118,0.62,12600,Short Term
"207-0212",4R : Rural Minor Arterial,33.066136,-83.775517,2025,4620,Estimated,539,463,1.037,0.553,0.0903,0.64,5820,Short Term
"207-0217",4R : Rural Minor Arterial,33.115596,-83.820456,2025,3460,Estimated,292,350,0.483,0.423,0.1042,0.67,5520,Short Term
"207-0219",4R : Rural Minor Arterial,33.174154,-83.844240,2025,3310,Estimated,399,450,1.027,0.829,0.1008,0.57,5510,Short Term
"207-0223",1R : Rural Principal Arterial - Interstate,32.948664,-83.799221,2025,41000,Calculated,,,,,,,63800,Short Term
"207-0224",1R : Rural Principal Arterial - Interstate,32.976416,-83.829070,2025,97800,Calculated,,,,,,,128000,Short Term
"207-0226",1R : Rural Principal Arterial - Interstate,33.010600,-83.877400,2025,96400,Calculated,,,,,,,127000,Short Term
"207-0228",1R : Rural Principal Arterial - Interstate,33.031700,-83.915800,2025,95000,Calculated,,,,,,,128000,Short Term
"207-0229",1R : Rural Principal Arterial - Interstate,33.038700,-83.929900,2025,93400,Calculated,,,,,,,128000,Short Term
"207-0230",1R : Rural Principal Arterial - Interstate,33.047900,-83.944300,2025,92200,Calculated,,,,,,,131000,Short Term
"207-0232",6R : Rural Minor Collector,32.914057,-84.049628,2025,210,Estimated,18,4,0.493,0,0.1182,0.54,270,Short Term
"207-0234",1R : Rural Principal Arterial - Interstate,33.078000,-83.984900,2025,90100,Calculated,,,,,,,128000,Short Term
"207-0236",1R : Rural Principal Arterial - Interstate,33.139500,-84.022600,2025,89600,Calculated,,,,,,,129000,Short Term
"207-0240",5R : Rural Major Collector,32.941264,-83.755484,2025,1040,Estimated,26,4,0.122,0,0.1298,0.65,1970,Short Term
"207-0241",5R : Rural Major Collector,32.937536,-83.788396,2025,3820,Estimated,226,33,0.824,0.027,0.1287,0.54,7140,Short Term
"207-0243",6R : Rural Minor Collector,32.978573,-83.868475,2025,1250,Estimated,66,16,0.154,0,0.1199,0.7,1840,Short Term
"207-0250",5R : Rural Major Collector,32.861788,-83.875034,2025,480,Estimated,,,,,0.1224,0.55,610,Short Term
"207-0252",4R : Rural Minor Arterial,32.865024,-83.878796,2025,3200,Estimated,,,,,0.0914,0.6,4880,Short Term
"207-0254",5R : Rural Major Collector,32.891995,-83.894296,2025,490,Estimated,68,15,1.485,0,0.1273,0.73,620,Short Term
"207-0257",5R : Rural Major Collector,32.932141,-83.930956,2025,790,Estimated,,,,,0.1145,0.53,1130,Short Term
"207-0259",5R : Rural Major Collector,32.975653,-83.997013,2025,360,Estimated,58,15,2.557,0.284,0.1364,0.5,490,Short Term
"207-0261",5R : Rural Major Collector,32.986030,-84.012783,2025,170,Estimated,16,4,0,0.636,0.1336,0.71,510,Short Term
"207-0263",5R : Rural Major Collector,32.988500,-84.025995,2025,490,Estimated,,,,,0.1126,0.65,690,Short Term
"207-0264",5R : Rural Major Collector,32.908976,-83.902605,2025,580,Estimated,59,13,0.873,0.698,0.1257,0.53,820,Short Term
"207-0265",5R : Rural Major Collector,32.903029,-83.847190,2025,740,Estimated,,,,,0.1078,0.56,1230,Short Term
"207-0266",5R : Rural Major Collector,32.908989,-83.891585,2025,430,Estimated,28,1,0.807,0,0.109,0.59,540,Short Term
"207-0267",1R : Rural Principal Arterial - Interstate,32.929745,-83.804255,2025,45400,Calculated,,,,,,,57200,Short Term
"207-0269",1R : Rural Principal Arterial - Interstate,32.956692,-83.812136,2025,42900,Estimated,,,,,,,54100,Short Term
"207-0270",5R : Rural Major Collector,32.920357,-84.121183,2025,560,Estimated,57,6,1.447,0,0.1073,0.52,1200,Short Term
"207-0271",7R : Rural Local,33.103067,-84.018544,2025,450,Estimated,,,,,0.1153,0.62,570,Short Term
"207-0275",6R : Rural Minor Collector,32.858181,-84.086234,2025,170,Estimated,,,,,0.1377,0.63,210,Short Term
"207-0277",6R : Rural Minor Collector,32.865500,-84.093000,2025,800,Estimated,,,,,0.1099,0.51,1080,Short Term
"207-0279",6R : Rural Minor Collector,32.868900,-84.092680,2025,80,Estimated,24,0,2.53,0,0.1825,0.53,100,Short Term
"207-0284",4R : Rural Minor Arterial,33.029892,-83.947147,2025,4970,Estimated,265,72,,,0.1075,0.57,6260,Short Term
"207-0295",5R : Rural Major Collector,33.024493,-83.736281,2025,4380,Estimated,325,106,0.735,0.142,0.1207,0.62,8310,Short Term
"207-0297",5R : Rural Major Collector,33.029594,-83.815501,2025,1970,Estimated,234,100,1.388,0.374,0.0977,0.58,2910,Short Term
"207-0299",5R : Rural Major Collector,33.028433,-83.898441,2025,3340,Estimated,227,125,,,0.0958,0.69,5110,Short Term
"207-0300",5R : Rural Major Collector,33.027183,-83.916935,2025,4990,Estimated,519,457,0.95,0.64,0.089,0.51,6290,Short Term
"207-0303",4R : Rural Minor Arterial,32.879138,-83.956833,2025,1980,Estimated,262,86,1.19,0.466,0.0973,0.62,2500,Short Term
"207-0315",6R : Rural Minor Collector,32.891355,-83.828128,2025,690,Estimated,,,,,0.121,0.54,1230,Short Term
"207-7516",5R : Rural Major Collector,33.034350,-83.939405,2025,1190,Estimated,,,,,0.1395,0.57,1500,Short Term
"207-8001",7R : Rural Local,33.097757,-83.805817,2025,60,Estimated,4,0,3.333,0,0.1667,0.5,80,Short Term
"207-8005",7R : Rural Local,32.916043,-83.830069,2025,20,Estimated,,,,,,,30,Short Term
"207-8007",7R : Rural Local,32.863687,-83.897012,2025,190,Estimated,,,,,0.1323,0.56,240,Short Term
"207-8011",7R : Rural Local,33.177636,-83.927143,2025,160,Estimated,20,2,1.852,0,0.1358,0.68,200,Short Term
"207-8013",7R : Rural Local,33.051789,-83.931821,2025,960,Estimated,23,0,0.316,0,0.0928,0.59,1210,Short Term
"207-8017",7R : Rural Local,33.033136,-83.915238,2025,1310,Estimated,85,50,1.85,1.542,0.3477,0.9,2180,Short Term
"207-8019",7R : Rural Local,32.932653,-83.790452,2025,420,Estimated,,,,,0.1113,0.74,580,Short Term
"207-8022",7R : Rural Local,33.011223,-83.885454,2025,440,Estimated,35,3,1.19,0,0.2094,0.74,800,Short Term
"207-8023",6R : Rural Minor Collector,33.001693,-83.831385,2025,770,Estimated,57,9,1.303,0.145,0.1028,0.73,970,Short Term
"207-8024",6R : Rural Minor Collector,32.996413,-83.812683,2025,340,Estimated,19,3,1.254,0,0.1316,0.86,790,Short Term
"207-8025",7R : Rural Local,32.926700,-83.802300,2025,140,Estimated,15,3,2.912,0,0.1238,0.65,330,Short Term
"207-8026",7R : Rural Local,32.910878,-83.923965,2025,190,Estimated,23,5,1.15,0,0.1322,0.87,240,Short Term
"207-8028",6R : Rural Minor Collector,32.959122,-83.915793,2025,450,Estimated,42,8,0.919,0,0.1355,0.75,860,Short Term
"207-8029",6R : Rural Minor Collector,32.973177,-83.892928,2025,600,Estimated,39,17,0.367,0.184,0.149,0.66,1030,Short Term
"207-8030",7R : Rural Local,32.982423,-83.932129,2025,20,Estimated,2,0,0,0,0.1765,0.67,40,Short Term
"207-8032",7R : Rural Local,32.865217,-83.930009,2025,50,Estimated,4,12,0,0,0.1557,0.75,90,Short Term
"207-8033",7R : Rural Local,32.891404,-84.056308,2025,40,Estimated,2,0,5.062,0,0.1772,0.71,50,Short Term
"207-8034",7R : Rural Local,33.010695,-84.019065,2025,40,Estimated,8,2,0,0,0.1595,0.67,50,Short Term
"207-8037",7R : Rural Local,33.092430,-83.979296,2025,50,Estimated,6,1,4.328,2.164,0.1515,0.71,60,Short Term
"207-8039",7R : Rural Local,33.138100,-84.031138,2025,180,Estimated,40,5,4.891,0,0.1223,0.75,320,Short Term
"207-8040",7R : Rural Local,33.119419,-84.003005,2025,40,Estimated,6,0,2.439,0,0.122,0.6,50,Short Term
"207-8042",7R : Rural Local,33.165225,-83.929088,2025,140,Estimated,6,0,0,0,0.1239,0.53,180,Short Term
"207-8043",7R : Rural Local,33.150500,-83.879462,2025,200,Estimated,19,4,1.558,0,0.1246,0.58,250,Short Term
"207-8044",7R : Rural Local,33.066246,-83.888068,2025,340,Estimated,43,1,0.627,0,0.0878,0.57,430,Short Term
"207-8045",6R : Rural Minor Collector,33.098411,-83.964598,2025,840,Estimated,55,10,1.321,0.48,0.2389,0.8,1300,Short Term
"207-8047",7R : Rural Local,33.010986,-83.854354,2025,520,Estimated,35,8,0.774,0.193,0.1122,0.71,660,Short Term
"207-8048",7R : Rural Local,32.927152,-83.807941,2025,890,Estimated,88,26,0.688,0,0.0975,0.55,1510,Short Term
"207-8049",6R : Rural Minor Collector,33.152107,-83.898489,2025,220,Estimated,22,2,1.04,0,0.1092,0.52,280,Short Term
"207-8050",7R : Rural Local,32.968840,-83.809991,2025,740,Estimated,59,11,1.093,0.137,0.1366,0.61,930,Short Term
"207-8051",7R : Rural Local,32.922192,-83.944410,2025,150,Estimated,11,3,3.378,2.027,0.2027,0.6,190,Short Term
"207-9408",1U : Urban Principal Arterial - Interstate,32.951620,-83.812300,2025,28900,Actual,695,6247,0.094,0.752,0.1025,1,36400,CCS
"207-9507",1U : Urban Principal Arterial - Interstate,32.956480,-83.812680,2025,29800,Actual,696,7060,0.081,0.822,0.0986,1,47200,CCS
"207-R001",1R : Rural Principal Arterial - Interstate,32.940803,-83.777939,2025,1220,Actual,,,,,0.1108,1,1540,Short Term
"207-R005",1R : Rural Principal Arterial - Interstate,32.989747,-83.841425,2025,1490,Actual,,,,,0.1012,1,2030,Short Term
"207-R006",1R : Rural Principal Arterial - Interstate,32.992384,-83.845255,2025,820,Estimated,,,,,0.0962,1,1190,Short Term
"207-R009",1R : Rural Principal Arterial - Interstate,33.027196,-83.907279,2025,3720,Estimated,,,,,0.1051,1,7060,Short Term
"207-R010",1R : Rural Principal Arterial - Interstate,33.029151,-83.910386,2025,2950,Estimated,,,,,0.0783,1,6410,Short Term
"207-R011",1R : Rural Principal Arterial - Interstate,33.033181,-83.917810,2025,1720,Actual,,,,,0.131,1,2170,Short Term
"207-R012",1R : Rural Principal Arterial - Interstate,33.036583,-83.923813,2025,760,Actual,,,,,0.0935,1,1030,Short Term
"207-R013",1R : Rural Principal Arterial - Interstate,33.042409,-83.936191,2025,2330,Estimated,,,,,0.0862,1,2940,Short Term
"207-R014",1R : Rural Principal Arterial - Interstate,33.043832,-83.938938,2025,2060,Estimated,,,,,0.0796,1,3270,Short Term
"207-R015",1R : Rural Principal Arterial - Interstate,33.055453,-83.951282,2025,1790,Actual,,,,,0.1189,1,2290,Short Term
"207-R016",1R : Rural Principal Arterial - Interstate,33.055691,-83.951453,2025,990,Actual,,,,,0.1202,1,1250,Short Term
"207-R021",1R : Rural Principal Arterial - Interstate,33.110846,-84.002018,2025,1180,Estimated,,,,,0.0985,1,2190,Short Term
"207-R022",1R : Rural Principal Arterial - Interstate,33.114222,-84.002259,2025,1070,Estimated,,,,,0.1247,1,2080,Short Term
"207-R027",1R : Rural Principal Arterial - Interstate,33.164956,-84.038617,2025,1170,Estimated,,,,,0.1071,1,1750,Short Term
"207-R101",1R : Rural Principal Arterial - Interstate,32.950884,-83.810965,2025,1250,Estimated,,,,,0.0922,1,1580,Short Term
"207-R102",1R : Rural Principal Arterial - Interstate,32.951696,-83.810794,2025,830,Estimated,,,,,0.1372,1,1390,Short Term
"207-R602",1R : Rural Principal Arterial - Interstate,32.939192,-83.779622,2025,1730,Actual,,,,,0.1376,1,2180,Short Term
"207-R605",1R : Rural Principal Arterial - Interstate,32.992693,-83.847568,2025,710,Actual,,,,,0.0878,1,1140,Short Term
"207-R606",1R : Rural Principal Arterial - Interstate,32.989600,-83.842458,2025,1290,Actual,,,,,0.1257,1,1910,Short Term
"207-R609",1R : Rural Principal Arterial - Interstate,33.029062,-83.912514,2025,2900,Estimated,,,,,0.0773,1,5930,Short Term
"207-R610",1R : Rural Principal Arterial - Interstate,33.026962,-83.909146,2025,3150,Estimated,,,,,0.0724,1,5230,Short Term
"207-R611",1R : Rural Principal Arterial - Interstate,33.036548,-83.925263,2025,1100,Actual,,,,,0.0925,1,1390,Short Term
"207-R612",1R : Rural Principal Arterial - Interstate,33.033836,-83.919629,2025,1620,Actual,,,,,0.1076,1,2040,Short Term
"207-R613",1R : Rural Principal Arterial - Interstate,33.043308,-83.939602,2025,2300,Estimated,,,,,0.1036,1,2900,Short Term
"207-R614",1R : Rural Principal Arterial - Interstate,33.041770,-83.936909,2025,2850,Estimated,,,,,0.0772,1,3590,Short Term
"207-R615",1R : Rural Principal Arterial - Interstate,33.054450,-83.952695,2025,1200,Actual,,,,,0.1375,1,1510,Short Term
"207-R616",1R : Rural Principal Arterial - Interstate,33.051895,-83.949404,2025,2380,Actual,,,,,0.1205,1,3310,Short Term
"207-R621",1R : Rural Principal Arterial - Interstate,33.114008,-84.004173,2025,940,Estimated,,,,,0.1189,1,1780,Short Term
"207-R622",1R : Rural Principal Arterial - Interstate,33.110643,-84.003367,2025,1130,Estimated,,,,,0.1118,1,1880,Short Term
"207-R628",1R : Rural Principal Arterial - Interstate,33.163855,-84.039661,2025,1010,Estimated,,,,,0.1443,1,1420,Short Term
"207-R701",1R : Rural Principal Arterial - Interstate,32.950830,-83.813776,2025,1380,Estimated,,,,,0.1086,1,1870,Short Term
"207-R702",1R : Rural Principal Arterial - Interstate,32.951748,-83.814100,2025,790,Estimated,,,,,0.0989,1,1150,Short Term
"209-0101",3R : Rural Principal Arterial - Other,32.214037,-82.457053,2025,6730,Estimated,378,325,0.526,0.24,0.095,0.69,11500,Short Term
"209-0102",4R : Rural Minor Arterial,32.213244,-82.465718,2025,3430,Estimated,317,321,0.658,0.508,0.0948,0.51,5680,Short Term
"209-0103",4R : Rural Minor Arterial,32.225294,-82.473495,2025,3060,Estimated,299,363,0.604,0.336,0.0899,0.54,4430,Short Term
"209-0105",4R : Rural Minor Arterial,32.267402,-82.503290,2025,3660,Estimated,262,361,0.382,0.588,0.0911,0.54,4610,Short Term
"209-0107",4R : Rural Minor Arterial,32.303473,-82.549748,2025,3250,Estimated,251,336,0.642,0.61,0.0988,0.51,4100,Short Term
"209-0114",3R : Rural Principal Arterial - Other,32.189641,-82.613235,2025,4370,Estimated,268,365,0.61,0.493,0.0906,0.56,5510,Short Term
